dataset_name,site,treatment,activity_media_name,stream_name,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,layer_collection_start_depth,layer_collection_end_depth,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,field_comment
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-12,,"",PARTN,,as N,Non-Filterable (Particle),54.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-12,,"",PARTP,,as P,Non-Filterable (Particle),4.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-12,,"",PARTP,,as P,Non-Filterable (Particle),6.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-12,,"",PARTP,,as P,Non-Filterable (Particle),4.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-12,,"",PARTP,,as P,Non-Filterable (Particle),6.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-12,,,PH,,,Unfiltered,4.22000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-12,,,PH,,,Unfiltered,6.39000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-12,,,PH,,,Unfiltered,6.37000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-12,,,PH,,,Unfiltered,4.79000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-12,,,PH,,,Unfiltered,7.16000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-12,,"",SO4,,as SO4,Filterable,1.82000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-12,,"",SO4,,as SO4,Filterable,0.43000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-12,,"",SO4,,as SO4,Filterable,0.10000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-12,,"",SO4,,as SO4,Filterable,0.36000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-12,,"",SO4,,as SO4,Filterable,0.40000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-12,,"",SRSI,,as Si,Unfiltered,7.46000,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-12,,"",SRSI,,as Si,Unfiltered,7.77800,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-12,,"",SRSI,,as Si,Unfiltered,6.49200,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-12,,"",SRSI,,as Si,Unfiltered,4.98500,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-12,,"",SRSI,,as Si,Unfiltered,2.21900,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-12,,"",TDN,,as N,Dissolved,272.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-12,,"",TDN,,as N,Dissolved,1037.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-12,,"",TDN,,as N,Dissolved,911.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-12,,"",TDN,,as N,Dissolved,876.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-12,,"",TDN,,as N,Dissolved,969.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-12,,"",TDP,,as P,Dissolved,35.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-12,,"",TDP,,as P,Dissolved,32.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-12,,"",TDP,,as P,Dissolved,25.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-12,,"",TDP,,as P,Dissolved,24.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-12,,"",TDP,,as P,Dissolved,2.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-19,,"",ALK,,alkalinity,"",159.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-19,,"",ALK,,alkalinity,"",296.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-19,,"",ALK,,alkalinity,"",30.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-19,,"",ALK,,alkalinity,"",0.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-19,,"",CA,,as Ca,Filterable,2.66000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-19,,"",CA,,as Ca,Filterable,6.27000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-19,,"",CA,,as Ca,Filterable,2.21000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-19,,"",CA,,as Ca,Filterable,2.84000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-19,,"",CL,,as Cl,Filterable,0.24000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-19,,"",CL,,as Cl,Filterable,0.23000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-19,,"",CL,,as Cl,Filterable,0.23000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-19,,"",CL,,as Cl,Filterable,0.23000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-19,,"",COND,,"",Unfiltered,37.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-19,,"",COND,,"",Unfiltered,20.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-19,,"",COND,,"",Unfiltered,39.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-19,,"",COND,,"",Unfiltered,23.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-19,,"",DIC,,as Total CO2,Dissolved,170.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-19,,"",DIC,,as Total CO2,Dissolved,427.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-19,,"",DIC,,as Total CO2,Dissolved,408.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-19,,"",DIC,,as Total CO2,Dissolved,384.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-19,,"",DOC,,as C,Filterable,2830.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-19,,"",DOC,,as C,Filterable,4708.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-19,,"",DOC,,as C,Filterable,2454.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-19,,"",DOC,,as C,Filterable,692.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-19,,"",FE,,as Fe,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-19,,"",FE,,as Fe,Filterable,1.28000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-19,,"",FE,,as Fe,Filterable,1.02000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-19,,"",FE,,as Fe,Filterable,1.45000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-19,,"",K,,as K,Filterable,0.30000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-19,,"",K,,as K,Filterable,0.52000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-19,,"",K,,as K,Filterable,0.05000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-19,,"",K,,as K,Filterable,0.34000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-19,,"",MG,,as Mg,Filterable,0.78000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-19,,"",MG,,as Mg,Filterable,0.58000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-19,,"",MG,,as Mg,Filterable,0.89000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-19,,"",MG,,as Mg,Filterable,1.64000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-19,,"",MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-19,,"",MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-19,,"",MN,,as Mn,Filterable,0.01500,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-19,,"",MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2016-09-19,,"",NA,,as Na,Filterable,1.12000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-19,,"",NA,,as Na,Filterable,0.99000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-19,,"",NA,,as Na,Filterable,2.13000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-19,,"",NA,,as Na,Filterable,1.06000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2016-09-19,,"",NO2,,as NO2-N,Filterable,13.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2016-09-19,,"",NO2,,as NO2-N,Filterable,14.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2016-09-19,,"",NO2,,as NO2-N,Filterable,9.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
