dataset_name,site,activity_media_name,activity_start_date,date_type,max_temp,min_temp,result_unit,sampling_method_description,version,update_date
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-28,mean_date,12.06,-0.743,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-29,mean_date,14.26,0.353,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-04-30,mean_date,13.74,0.777,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-01,mean_date,16.79,0.507,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-02,mean_date,19.16,3.526,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-03,mean_date,14.39,8.37,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-04,mean_date,15.69,0.757,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-05,mean_date,30.19,7.642,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-06,mean_date,24.24,12.15,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-07,mean_date,17.18,5.272,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-08,mean_date,19.31,2.124,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-09,mean_date,22.38,7.24,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-10,mean_date,21.29,7.24,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-11,mean_date,14.51,8.92,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-12,mean_date,8.97,3.197,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-13,mean_date,3.261,-2.066,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-14,mean_date,4.31,-4.008,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-15,mean_date,8.04,-0.009,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-16,mean_date,12.83,2.968,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-17,mean_date,19.39,2.335,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-18,mean_date,21.55,6.116,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-19,mean_date,22.32,7.338,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-20,mean_date,24.46,9.53,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-21,mean_date,26.26,9.95,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-22,mean_date,27.44,10.99,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-23,mean_date,24.03,13.15,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-24,mean_date,24.17,12.51,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-25,mean_date,18.34,9.45,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-26,mean_date,19.92,11.2,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-27,mean_date,22.97,11.11,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-28,mean_date,14.01,11.56,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-29,mean_date,14.84,10.76,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-30,mean_date,20.29,9.59,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-05-31,mean_date,10.49,8.18,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-01,mean_date,16.31,9.02,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-02,mean_date,13.86,8.33,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-03,mean_date,21.07,7.642,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-04,mean_date,21.58,11.44,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-05,mean_date,19.41,9.44,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-06,mean_date,13.23,9.83,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-07,mean_date,14.58,4.914,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-08,mean_date,18.82,2.643,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-09,mean_date,25.86,9.04,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-10,mean_date,27.7,15.43,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-11,mean_date,19.47,11.54,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-12,mean_date,14.97,9.78,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-13,mean_date,23.63,10.01,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-14,mean_date,22.36,12.2,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-15,mean_date,15.62,11.83,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-16,mean_date,25.25,11.62,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-17,mean_date,22.47,14.11,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-18,mean_date,23.46,13.95,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-19,mean_date,26.41,12.47,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-20,mean_date,20,13.15,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-21,mean_date,21.17,10.08,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-22,mean_date,19.25,9.34,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-23,mean_date,26.76,11.82,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-24,mean_date,27.19,13.39,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-25,mean_date,23.95,16.85,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-26,mean_date,17,13.4,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-27,mean_date,20.22,8.7,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-28,mean_date,22.78,8.45,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-29,mean_date,24.98,13.55,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-06-30,mean_date,17.12,8.92,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-01,mean_date,22.4,8.05,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-02,mean_date,24.77,9.76,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-03,mean_date,24.6,12.03,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-04,mean_date,27.16,14.66,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-05,mean_date,22.6,13.76,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-06,mean_date,22.73,13.27,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-07,mean_date,21.32,11.78,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-08,mean_date,19.63,14.67,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-09,mean_date,23.17,14.23,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-10,mean_date,25.99,16.34,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-11,mean_date,22.6,17.75,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-12,mean_date,21.97,16.21,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-13,mean_date,21.21,16.34,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-14,mean_date,21.62,12.92,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-15,mean_date,21.66,9.5,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-16,mean_date,24.1,9.54,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-17,mean_date,23.06,16.05,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-18,mean_date,21.37,10.15,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-19,mean_date,25.89,11.38,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-20,mean_date,31.92,18.52,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-21,mean_date,28.55,17.46,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-22,mean_date,28.24,17.49,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-23,mean_date,22.98,15.56,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-24,mean_date,22.94,17.77,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-25,mean_date,27.06,15.01,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-26,mean_date,26.67,15.92,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-27,mean_date,21.58,13.83,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-28,mean_date,23.89,12.79,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-29,mean_date,25.64,11.91,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-30,mean_date,25.86,14.63,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-07-31,mean_date,27.37,16.74,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-01,mean_date,26.65,17.13,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-02,mean_date,25.83,16.87,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-03,mean_date,28.18,15.43,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-04,mean_date,22.29,16.71,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-05,mean_date,21.16,15.83,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-06,mean_date,21.59,13.3,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-07,mean_date,25.12,12.26,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-08,mean_date,25.78,13.88,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-09,mean_date,21.51,14.46,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-10,mean_date,24.46,11.38,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-11,mean_date,25.41,16.07,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-12,mean_date,25.56,17.32,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-13,mean_date,19.7,13.54,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-14,mean_date,23.98,12.19,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-15,mean_date,26.32,16.23,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-16,mean_date,26.43,15.9,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-17,mean_date,27.37,15.9,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-18,mean_date,23.91,16.65,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-19,mean_date,22.64,12.81,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-20,mean_date,18.19,12.56,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-21,mean_date,20.55,8.8,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-22,mean_date,27.59,13.53,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-23,mean_date,26.6,16.61,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-24,mean_date,24.68,17.27,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-25,mean_date,18.41,11.79,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-26,mean_date,22.13,9.43,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-27,mean_date,18.49,13.62,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-28,mean_date,22.14,11.46,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2016-08-29,mean_date,23.18,15.79,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
